"ra"	"dec"
246.786648580735	-24.9965137868367
242.002164899533	-25.6644554958218
241.165926319294	-26.7753569355667
241.704477256893	-15.1167782895901
244.550358955712	-20.8062959004918
243.446513623105	-26.247699916219
244.516743370691	-24.2073516317885
239.818597691694	-25.0942584607227
241.195694285389	-26.769807493872
239.488340127457	-22.2938845434744
240.852123769849	-21.2304801830345
243.456357460451	-24.2600006139483
246.718518299421	-25.0037020501511
240.981469860016	-23.0509221665646
240.59520845262	-24.9379128348023
247.205510022407	-22.8816430074862
239.391437724776	-22.5567668587833
244.232055581117	-20.6239879046599
239.555979965879	-22.1559097830915
239.331668904728	-23.7549354670191
242.462663336474	-26.5716808304263
246.413562839939	-25.3907102754463
247.015635490275	-21.5232865410183
244.57813817579	-21.1431666682048
242.544121483608	-15.3319350058762
242.131966374422	-21.9794951617675
239.314123068221	-21.7094692886095
242.498893027142	-22.9530156846399
241.667545946119	-25.8281831967541
239.907840351803	-17.7319173682809
245.378648876113	-22.6354545433915
240.873629799602	-25.5712227487456
243.42113389918	-24.6503280574419
237.352875273095	-22.0498964979892
243.018207564293	-25.4417055757623
244.605689847579	-21.0589978560888
246.436824201104	-24.7121333586175
242.964563923835	-25.4587620323574
246.091910727707	-21.9269416470607
238.959685765351	-24.7563117753761
244.708782721307	-21.6147721196742
240.874474764467	-14.8544428913455
243.101309587408	-22.5371202745795
241.194135142528	-16.0770904728524
242.527869156138	-25.3699955350345
247.219066356855	-21.4458392518888
244.690799152255	-22.1624544394108
243.566108146688	-26.1994218682468
241.2193675475	-15.3916981230978
240.609647393864	-26.0169290936257
241.942994847869	-15.451571748398
244.604981097243	-25.4963374100717
247.40766042494	-22.9472274200898
243.169683628766	-21.963628945755
242.264965264257	-22.0193140590905
240.606581338794	-25.5473204655239
242.261179353636	-21.553922860074
238.901020646419	-24.8068911635909
239.299300336468	-17.5838145496797
238.755400561531	-22.9309188931294
246.336171476814	-24.7338653557981
243.064529133601	-24.7122556210238
242.21325159135	-22.6842396777881
237.598583036645	-22.1420464683708
240.715313952635	-26.0184361517464
246.581428009581	-20.485940075247
242.745942510204	-25.2953158081929
241.188635921773	-25.7052371629997
241.352656975767	-15.185294039161
241.719061656005	-24.847532480784
239.700096046205	-24.8823209429216
242.11629132722	-26.6383566904887
244.720674105248	-26.0036084010886
241.940206098702	-24.4913521384827
237.154474272659	-23.0651818229873
242.33655847918	-23.2254241229101
239.407200040812	-21.3949593057868
242.744629033726	-23.931027424443
241.083883835567	-15.0319852338908
243.249814288614	-25.1799528528464
245.148032268957	-20.6319716046624
241.501236303244	-24.3662875657628
243.589106128299	-26.4745354510781
244.536039019668	-26.1204172331081
241.626487823234	-15.1970917476297
242.577102125568	-24.9507776432744
246.28291946262	-21.5872965458758
243.529469005689	-26.3245956064813
243.552271658346	-20.7844126046754
241.68149276354	-23.9841460665534
244.75377326991	-22.0800139226873
242.699093296937	-25.8384498678836
244.299975106896	-23.6037176869948
242.950922260459	-25.4673957526622
242.795650439242	-16.0541155286166
239.869152990703	-17.4212211798762
237.347872753494	-22.0355778929537
243.281874330821	-21.0918281620507
243.549906350529	-24.5223554126736
243.503650338711	-24.5606959141219
241.85001768413	-26.0639027145462
241.424885189895	-25.1032186219807
244.298824944253	-25.968342067162
242.013268564934	-14.8245674028079
243.530869465802	-26.1473707893241
243.374175363643	-21.6094663614451
236.65374862681	-22.557735854773
245.316121783885	-22.3909724316897
241.441757728071	-24.601200460183
242.419531386875	-24.8370924820688
239.806221590211	-22.2254321628353
243.294364726745	-20.8916667660659
243.408264581925	-26.0871563847597
241.315697125406	-26.5412619304326
244.437905215897	-21.3420448580353
246.01975599971	-22.4902129865497
243.108012198974	-24.4097302099585
242.02607620279	-14.6077836408503
241.560546918842	-25.0544665524872
245.247604276702	-22.5989770031154
242.494247770964	-25.0878080922115
240.846529996962	-26.0336852427401
245.984995113089	-25.0686419834257
239.369815312534	-22.6467329818669
244.254263443746	-20.4787275786455
238.758668734916	-23.3946026519581
239.624570896678	-24.6408246706316
242.674054683347	-25.6637419608692
241.385737647386	-15.0733326972145
242.214179325998	-26.7612823103368
241.248500642056	-14.4146107796313
242.195390200666	-24.9460967604501
243.887430422765	-25.6873512023334
241.261680026506	-25.8333526276952
244.327964214556	-25.2759992141204
243.014505746881	-21.0718218621059
246.395603425532	-24.8349758341723
241.708259140309	-25.0279075405254
244.733936027883	-26.0638418271007
239.748659010941	-25.2354834586992
239.27800843066	-21.986900814713
243.598232723381	-22.3663585286144
243.635632571074	-21.7164090439245
240.828519560902	-15.9524960851118
241.956906562956	-25.9109934889214
241.802761243449	-23.2996175367186
242.931909555741	-20.7894251740733
244.686934870969	-21.056451994288
244.242936073897	-23.5005903310834
240.12853203202	-25.2326765108546
244.591169111748	-26.1863440455254
239.649671775018	-25.4347621206819
242.227559719557	-26.3901427909911
241.993744141598	-16.2922495893849
241.692957496825	-15.8220292542385
241.844082716626	-26.0405317013383
237.419954680348	-22.700429681376
241.770499913141	-25.7906840331751
241.696299509432	-26.8456785415302
241.693395531412	-24.9124583552951
239.447212576642	-21.8501129224427
239.399674257554	-24.5177656437639
241.055902414654	-23.5824776551846
244.60158873251	-24.2138224965235
242.772666205667	-25.715567916922
242.505473310901	-25.857938493605
244.917394085129	-24.8203163408567
240.461612512679	-15.7365562519314
243.837246342869	-24.8812009481922
245.255065762961	-22.4578377883764
241.055575318695	-23.1442659589945
240.057399643161	-25.5340859189887
247.022608919909	-21.2681919807823
244.53326198232	-21.0982875914563
244.576042708838	-22.4444272207867
242.167398300608	-21.910793612868
240.711483331502	-25.758226937934
240.883797853091	-25.6797262956619
244.353156689252	-21.5666154371767
239.057273753387	-23.4841151371878
244.14471977601	-22.024136181844
244.323889088379	-20.2919469286717
241.905662560674	-26.772150970507
244.199201385905	-24.977859272373
242.810398839436	-16.1742797993561
242.907117369968	-25.6343823453916
241.860464203249	-16.1633632021145
240.440521595742	-20.7256228552969
246.562319240033	-25.1476924506487
241.829677701748	-25.0908265049247
244.78020756515	-21.7209920058395
242.456104654253	-21.537345441987
241.106724582283	-15.1882650061547
245.994756299406	-23.975255684418
242.496305301501	-21.3638743574118
243.645576904859	-25.4385191194406
244.851310129915	-21.9060721273909
236.519225761045	-22.5671093738166
240.523714064921	-25.3540647764911
243.613146537854	-22.9674999650138
238.780838209221	-24.7786193194818
244.924318134255	-21.5493132882844
240.873203529281	-25.9689439927973
240.883600439302	-15.9401482402567
243.825355888164	-24.6203714035853
242.201476856231	-26.331925473574
242.820471654734	-16.4641399221045
244.166650324972	-24.9402652744284
244.396675800625	-21.6299738012344
241.932474942932	-24.6261258585622
242.549610490614	-21.4646439096287
243.585112304481	-20.3336199884035
241.875337014969	-26.0189393382128
246.173071351305	-25.0921316234125
244.854620420268	-26.4940548170344
238.975020206791	-21.7684973367965
244.822332227717	-22.5064488264812
241.467957243269	-16.0908574272473
242.87489238948	-25.7041222235228
243.078857520385	-25.8853533271474
241.827619253279	-26.217098597478
244.692035077092	-21.9389020872473
243.87015981932	-23.7493596565177
247.004272397228	-24.8662166345838
244.574265631906	-21.9781545634811
244.796144704002	-21.8313023070353
242.944177691052	-26.0126551338509
244.883939201598	-22.2124426233411
240.967213678403	-14.8050876650796
245.289810467502	-22.2055630084597
243.207910436676	-26.8451999149832
244.891399752532	-22.1733614789677
241.365208949089	-25.8738502292575
238.729899840601	-23.2934295494682
240.813749211449	-22.8741284362828
242.572760669808	-21.4321813128522
243.367552284061	-20.6156505289545
242.685233782304	-25.2347372280282
244.261696551517	-23.8595269395035
241.324369752248	-26.5493140214384
240.396318390217	-15.7217085932789
241.551853170287	-24.8354477162979
245.441421808278	-22.5965839213409
241.134142860618	-14.8044340277664
244.883141154372	-24.2603194435204
246.215289649476	-21.8570502658699
244.105087471761	-25.8922825592839
246.42249023982	-23.1054482971114
242.914309546198	-25.5525707498194
241.086396114366	-23.151901998765
237.272130907402	-22.394306425594
241.111323485121	-14.905510026269
241.817546681181	-22.7732227198503
239.290948717834	-17.2311547131333
243.246034250779	-25.1224870498626
241.475153081258	-14.4838632423105
243.311128634772	-24.3489380875337
244.918215904926	-24.2328134611293
243.27265945647	-25.0789631139222
243.143714240965	-20.8208952881882
243.127073301865	-25.6787705125981
245.090891411577	-24.1096604865259
240.138620296279	-25.60639229534
241.544385650058	-24.3436485973143
242.569688433755	-21.3907460063796
246.129141579089	-25.3300459715506
243.694643285186	-22.4157844242788
244.893396573665	-22.5881210341059
241.036380351883	-22.4266757503792
243.550139410689	-22.4385559690999
241.044491980484	-15.0154631738286
242.166876799726	-25.252516056626
239.349319443989	-22.3738768792313
244.659591932164	-21.8076896057488
244.706622064925	-21.8669581634139
241.580992813696	-26.3279042837132
243.105046550762	-26.8800643062528
242.071146185605	-21.7720686878479
241.129692300899	-21.2960516711948
242.751562520832	-16.4881887213525
245.258000635316	-22.19078085958
242.169379606663	-14.638341363921
246.915596281315	-21.1715160424881
244.654130366308	-24.5644671684783
241.031117030853	-14.4738214252339
241.196440235669	-14.6788784647383
236.45142835204	-22.8288325254145
240.05969771338	-25.6490588810127
243.536045448266	-25.8317944292081
242.583112022411	-21.4123703127257
239.524433921166	-25.6032620825403
239.012955155265	-22.0099236476692
242.86474874001	-25.8581536405678
242.135642589927	-16.1239571044654
239.440935162727	-21.5594775875629
242.690178143134	-25.3017676002206
242.489501662716	-25.5917072569938
242.043640852104	-26.6669766273562
242.885468969621	-22.2152810315639
240.772185607979	-16.5571938923488
242.304974121754	-23.3882860237661
246.094309523937	-23.8011387804558
244.873137207582	-20.7912035679489
241.752602691091	-15.2314341408972
241.126284430821	-14.7954388668066
240.677311752342	-25.1967698196618
243.159729832691	-20.9571655190207
241.250490147235	-22.5320853893459
241.988856092819	-16.5702892987573
247.310744469592	-21.7791557317416
240.356423944784	-25.1793096411492
242.896519328858	-25.7522772981548
238.416357107176	-22.2232174572563
239.863131880385	-25.574926286247
241.841561945817	-15.7378182245669
242.466376465427	-16.0984424398509
239.392423128861	-20.7133796415016
243.82381471592	-24.9348475536382
239.449277138652	-22.8908067870505
244.669033342799	-21.4404993879431
241.538154859481	-27.0534249131413
247.077235044574	-22.8085953630569
240.912962367323	-25.6895733278652
242.486003012475	-23.2059092045843
241.367307298294	-26.0695142268171
244.800993009645	-21.9188593303601
239.470812499441	-25.6133600430305
244.820884318875	-22.2010216747152
247.337843774249	-21.7461718985879
239.462732791374	-20.8352349775166
242.494086316055	-14.9497293205645
246.714692365581	-23.0411933089675
246.089509492275	-21.6160959350096
239.412587129073	-22.519012510123
246.863475183313	-25.5680011244269
245.000848500872	-22.4646059802904
241.633246154123	-26.7188119348633
237.495120063275	-22.0586900068585
241.343364691126	-15.2913804987155
240.588685641245	-25.2469488245432
246.376024546754	-24.9172193281315
241.150824066928	-14.8951331883863
239.885864605361	-25.7071333842551
243.331090524375	-25.8784971401632
243.340286404783	-25.9122643185339
237.119941306011	-23.0819798749195
241.364454954402	-25.8878280220143
240.834906588554	-20.966605621955
243.754645168218	-22.8660201123975
242.245533924521	-26.3159709032753
245.018659307629	-22.5157504826825
236.501124655043	-22.3032113665045
246.816497229737	-24.6888171214072
237.789293497356	-22.2596457818821
247.349407833038	-21.5244555933858
244.215640047929	-20.5547968673275
241.225714082706	-22.5664210024845
244.959857727095	-23.7575465797064
240.968482790971	-15.8125811679378
237.180634645059	-23.1456881160047
241.26917135513	-15.3763401655869
240.175465294049	-25.234081895383
244.472123135891	-20.8118806988131
242.164177992163	-21.4258092732723
241.111231319307	-26.7325920653194
241.286738275646	-21.031214159534
239.400017416961	-17.5514487057675
242.709879811762	-24.1694425701696
243.221676542098	-26.0505695150068
244.703094708558	-21.3225992043953
243.341521912628	-24.2209515799068
240.841765363195	-15.0205691204258
242.65159969119	-20.9345719597598
246.036429791118	-23.9145707287989
238.715629497975	-23.3853118579264
243.882568637651	-22.437128727756
244.944408795408	-22.5887566154943
242.496734509885	-16.1272631857157
241.375188693553	-16.3599653343662
243.245623054563	-24.5626043171495
243.70853881172	-24.5356096268416
239.448036493171	-17.2347104527646
244.463961986772	-21.6124984286391
241.55199758239	-26.7076235369738
242.730813416007	-22.8857844304111
242.061397735492	-26.7388472962678
242.438647148051	-21.4289457765219
243.54812230818	-22.6847639627051
241.950160169995	-24.1816498678777
240.830673255702	-25.4932450063508
244.623949530066	-22.3991074560586
243.791216528446	-22.1683978757312
242.033109965737	-16.4459512743411
241.589950900532	-26.3531222439375
243.433111113578	-26.389975836836
243.645294420774	-22.3899237604586
243.175847070413	-15.3232405584372
245.396316673201	-26.332960920864
244.638541911866	-26.2344315373243
244.742783510713	-21.8495955788037
243.257982266164	-22.6378090350393
240.85563035382	-25.5135403698478
243.003007431581	-25.7310543349805
243.507546389338	-25.9088516664713
245.213820176571	-21.7826107348409
247.594562152289	-20.8120805125067
243.515131131801	-25.998370153063
246.614901875394	-22.16395326465
243.655997179738	-24.3709972632882
243.801129072651	-23.7276198657506
241.673880686722	-24.1381395412866
244.537663391928	-24.3598200046889
246.666825962961	-22.0660645351934
241.189953234725	-15.8884526823296
237.388629059658	-21.9454014513161
244.965833191806	-22.091888309756
242.766108240747	-25.8784756877732
242.086468390989	-24.2573237514103
239.525437602929	-22.9125044161803
238.890204940711	-25.0169686845916
239.97662322299	-16.6729738715748
241.749614438619	-26.8966562138198
239.454320567029	-21.1222038094787
243.444103635973	-26.2273474750107
242.817341776198	-25.4939818374588
244.145863153596	-22.0999120635662
240.635484823586	-25.2437463149725
241.196752412083	-23.5273975416461
240.963140190451	-21.5116775869441
243.715441124385	-24.5761201101967
244.027876346689	-23.5661815802063
241.206003955326	-25.8588324848706
243.63698290176	-20.4228242812248
239.644019438791	-22.715916367814
242.897723699107	-20.982849575992
240.748283646181	-26.178591616235
244.575871709353	-22.4484542518669
242.124739350492	-26.6811457994387
243.292145904161	-21.0796738239905
242.847937630967	-24.4971146176387
242.485232866925	-26.030326511507
241.750680850734	-24.8930019831962
244.560763832843	-21.7904859471067
243.09174995588	-24.6281960026754
239.468831860103	-17.243082864003
244.539009617817	-21.4699521691401
241.600110191916	-24.7083397379342
244.888854842142	-21.896214789615
239.50226412446	-24.5911113729609
243.512973494278	-25.043953034572
243.139857159502	-20.9494113335423
240.503095526856	-26.7218223355921
240.330553607902	-25.3330845966329
244.97534738375	-22.5599074142428
246.589022377435	-22.91426165177
242.498818749959	-15.2278990466441
246.360232634232	-21.6399076294664
243.215147701788	-22.3023653691593
242.637834141993	-23.9961436552568
246.738753292724	-24.5313745543495
240.444589296897	-25.2862596925817
241.257429657515	-24.449532358234
236.383467518214	-22.7218323405508
241.628481015045	-15.9087786616436
240.061642148225	-25.4580390006619
242.326998312457	-22.7783811794435
243.437670369358	-25.9439655541561
246.113897100256	-25.0662472499748
240.984817808983	-15.9556063080413
239.593727665032	-22.0879084165181
243.763092186846	-22.2250925380043
242.2013780988	-26.5756587706639
239.95404397768	-25.6644496193742
244.70301793814	-21.9248921772118
243.56243913238	-24.5449779342129
241.783897416351	-26.7953815719722
247.265960551806	-25.2577608666676
244.531632454735	-24.1615128470566
242.422608547447	-22.3835748863804
243.781090747407	-24.5780165549408
248.140537610827	-25.4481490745056
243.423682727327	-20.4492542066127
243.584620739102	-22.7215072734882
242.442222866812	-21.4291362361737
243.791879006851	-15.6232107597582
242.608639115124	-16.5163536601891
246.694555468476	-21.6398366240505
242.026017685615	-24.2936776404828
244.444004526173	-24.1340294632229
242.099994164163	-26.1259030175677
241.203888413749	-26.7928020685651
247.335886764679	-21.4875561274404
243.316421199526	-15.6103842163751
246.420600419509	-21.6145874658158
239.067171401188	-23.4676637129124
240.636777162612	-26.7883469726159
243.918621334357	-20.8107439401314
243.642545314133	-16.2024478692883
247.967861711893	-20.5218065419002
244.540606109137	-21.9385957131558
240.9192181612	-25.7903639450808
244.755132700877	-21.9665347595398
244.562493860021	-25.9365181853672
244.086496729399	-25.1933749977505
244.412216700665	-22.1346239374903
245.055428789151	-22.2423463602892
241.695385423402	-16.6445338204779
242.029008581101	-21.6597189496051
245.01106986028	-22.0713556057225
236.600137971388	-22.6695919130004
242.589578751642	-25.4465370631067
245.450127769129	-24.4280723057634
243.802443375555	-22.1660678442713
241.121316009179	-26.1440203400394
245.016236248737	-22.3472312444877
247.400090155719	-21.5934291177431
243.829461184248	-15.6486672737026
246.61728155876	-20.2025900030246
240.209675142983	-17.3126905891948
241.981467317707	-16.0104458342805
242.326950026168	-25.1896406193628
241.462275441548	-26.9835208557332
243.748907303295	-15.5499974662048
241.173540179765	-14.7183177743307
247.378487765877	-23.189229665635
242.654545234669	-24.4943427481103
240.954493504091	-15.8257040513114
241.071867810464	-25.6887667419835
240.071676984603	-25.7050643944992
241.114294136605	-21.3144756974557
238.890192808305	-24.9079232340282
243.637299562451	-26.0071163697306
244.775128391209	-21.8641886419451
244.194483139871	-20.397569128842
244.482312224822	-20.8368888882517
240.588996376323	-25.4872469331008
243.501182020757	-25.9391151571576
239.378684988076	-22.8513571709076
242.02733369142	-22.9180148899276
242.403460289126	-15.8189975607725
242.366481565684	-15.7263919073541
244.599417863347	-21.1170822023449
241.04417782685	-15.1751973832895
241.740829144413	-24.7464234776895
243.022614896509	-22.1936631073775
240.650523995919	-25.9239057800022
242.495164265722	-25.6082108614555
246.401648205508	-24.803820051417
243.708476482215	-22.7119658731623
243.62659927499	-22.4104519649627
245.488741301159	-26.3593490805003
244.629777149981	-24.3360183083855
239.993047758875	-25.5076336362634
241.38563585685	-26.0926166868319
240.8442433719	-25.3520246093368
241.345909956439	-26.5356972533548
246.307193142892	-21.6664083184138
248.326477506439	-20.4553126064762
239.809090497076	-25.5050891599287
242.940125586255	-20.9884661314672
239.262324860672	-23.4169030148327
244.660541540665	-21.3505333649018
243.702566110508	-24.6239602997027
244.879332278779	-24.1704635023413
242.546514082838	-24.7190076314588
243.349579577746	-25.9374784174202
241.723688795652	-26.2871371103787
245.734200936222	-26.4219412512313
241.624008798444	-15.2608923801129
242.271999310293	-21.5904862522633
240.463558777774	-16.6964801879841
244.816093341405	-24.9480698661765
243.552765115465	-26.4040115666778
246.665186449992	-23.0071018892516
244.60168089574	-24.5817378623143
242.395451313811	-21.625907177016
240.035435741403	-17.1121167477876
242.047048879519	-25.9934290622767
246.608185309228	-22.2558476207241
244.461810081748	-21.6054651433535
241.835023079052	-24.9060941644929
244.640138734983	-21.1221160637954
240.567000451032	-26.6269893552945
243.620985249391	-22.6943315321102
242.753125353859	-24.9783703983986
244.306409105508	-24.6839551865074
241.283017031663	-26.6244347234586
237.707591342804	-22.0867650105178
241.62306192574	-25.1777964902799
241.720620608554	-25.0005056106475
243.130112605885	-20.8285101702796
239.144765797529	-23.5825373424512
241.234373938484	-15.1213546827571
240.901700120012	-15.8751875794701
239.428754506257	-17.611163222612
239.294468737694	-21.9219492972878
239.308939261301	-21.1695852948164
240.112781064628	-16.9880028980223
244.141454240385	-23.6792737720323
243.55932679211	-22.8809023106476
244.199524708472	-25.1390522962821
239.561376471478	-25.2671076812084
242.9226501537	-25.4825360686392
242.835809503252	-25.5452099347477
245.014430736362	-24.2600447384373
244.005770599507	-20.9914268633651
243.79187845678	-22.4367104024888
241.454469690215	-27.0155885316615
240.942635765186	-23.5445935634797
241.959014605085	-24.1975992319643
243.61200661494	-23.7481186398729
242.328592801795	-25.2082199234536
241.927082311028	-16.6451277667295
238.782716165471	-24.80810329006
240.755364476578	-20.9811110894209
240.238048489227	-25.7171840395649
241.540501330715	-26.0798260940652
244.751037667828	-22.1170658688983
241.036810118303	-25.6344198722426
243.214955853907	-15.2826098660704
247.262734216949	-23.3120433581523
243.522708122363	-22.4116643487683
246.730118836886	-22.9936241962204
